"title","title href","display-name-link","display-name-link href","review-date","text","actions","actions href","rating-other-user-rating","point-scale"
"Worst MCU plot and movie","https://www.imdb.com/review/rw8930425/?ref_=tt_urv","sinmoybycosmoy-89613","https://www.imdb.com/user/ur93501713/?ref_=tt_urv","15 March 2023","Weakest movie of the series. Yes weaker than Quantumania..
I failed to understand why a country as powerful as Wakanda consider themselves persecuted. Why the angst in every dialogue?Suri is the weakest point in the entire movie. The director and the story writer need to decide that Suri can either be a proper superhero or just be a nerd who whines.I still can't understand how come Talocans still have not found the damn statue of the Celestial. Are they really advanced? Why only Namor's genes got activated? And why no one in the next 500+ yrs could not get the same mutation?Really really a weak movie.","2 out of 10 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8930425/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Very boring","https://www.imdb.com/review/rw8928872/?ref_=tt_urv","michaelmcateer","https://www.imdb.com/user/ur72333690/?ref_=tt_urv","14 March 2023","I really could not get into this film due to its slow disjointed storyline. It starts with a tribute and then wastes the acting talent throughout. The storyline makes little to no sense even for a super hero type film. The script doesn't really tie in well to the rest of the nuc and it feels like a stand alone effort. The main propagandist is not very convincing as a bad guy. Our cast of heros are not very super and come across as condescending. The dialogue was really juvenile throughout and the standing speech was typical in terms of delivery. The action sequences are good quality. Good visuals and incredible costume design were the only major positives but not enough for me.","2 out of 10 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8928872/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Not any better than recent marvel movies...","https://www.imdb.com/review/rw8668044/?ref_=tt_urv","webpost-72512","https://www.imdb.com/user/ur158704219/?ref_=tt_urv","11 November 2022","Story is not really interesting and movie itself is really slow, Namor actor played his character very well and other also did fine...this movie is not better than the first black panther movie and it's predictable if you've watched the movie trailers and promos and they already showed all the action in the trailer they showed us what we saw in the trailers, I didn't enjoy this movie it was boring.. alot of things done by the wakandin people shown the movie look forced as if they are trying to make things worse idk but ironheart's character Riri wileims played a character who is supposed to be a genius but she is careless and responsible for what happened in the movie. Im just very disappoint that marvel movies are now all about characters creating problems for themselves and others and they are not even villains, upcoming movie antman is also about caise langs mistake good luck with the weak plot base..","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668044/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Way too boring and way too long","https://www.imdb.com/review/rw8881912/?ref_=tt_urv","vn_larsen1","https://www.imdb.com/user/ur42102985/?ref_=tt_urv","20 February 2023","Title pretty much sums it up. I was counting down the minutes until this ended. Shuri is not an acceptable replacement for Black Panther. She was good as the cool tech nerd side character in the original, but she does not do well carrying a movie as lead. Riri was a fun addition, but the discount iron man suit was ridiculous and came out of nowhere. Namor as a character was pretty cool, but his motivation made no sense. The fact that he lost to a first day, Wish BP is crazy for anyone that knows Namor. The writing seemed to focus more on ""diversity"" and ""girl power"" than actual substance and plot. Dialogue leaned way too much on Chad's death. The opening was a great tribute to Boseman and the emotions seen definitely felt real, but they used his death in every single emotional scene that it just felt cheap. All in all, Marvel is going downhill fast.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8881912/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Sorry it just didn't work","https://www.imdb.com/review/rw8860099/?ref_=tt_urv","marianos","https://www.imdb.com/user/ur4313254/?ref_=tt_urv","8 February 2023","After Chadwick Boseman death, Marvel took the worst decision they could. They replaced Black Panther with its funny side-kick instead of recasting the role. The actress who plays Shuri, was very good in her Shuri role, but terrible in Black Panther role. She can't persuade anyone that she has the leader material needed for the role, and physically her figure inside the Black Panther costume was totally ridiculous. Her ""chopstick"" skinny arms and legs looked so ""out-of-concept"" during the battle sequences. I don't blame the actress, she was called to fill way bigger shoes that she can and it flopped.Also the final act of the movie where the big battle was taking place felt so biased and uninteresting. Not to mention the big script holes -- for example I don't get it at all why Namor left wakanda while he was winning .. just to give time to his opponents to come up with a better plan to defeat him !!!Marvel backfired with the choice of naming Shuri the next Black Panther, sorry it just doesn't work.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8860099/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Unfortunately disappointed","https://www.imdb.com/review/rw8671416/?ref_=tt_urv","misscdrababy","https://www.imdb.com/user/ur136046474/?ref_=tt_urv","13 November 2022","Disjointed storyline and why no men and no love scenes or interest just a whole lot of nothing was disappointed. I speak of the men because the first instalment of black panther had a masculine energy aIongside the female warriors this one was just ALL women, I needed the balance and was disappointed with that. I liked the tribute to Chadwick Boseman though the film in general failed to capture my heart.I did find myself willing the film to end, it was way too long to which you don't normally experience when a film is authentic and genuinely good; this film just was not enough overall meh and wooden. I also found myself thinking where are we going with this and the Queen and Shuri annoyed me to which I won't divulge but if you do see this film you should/will know what I mean.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8671416/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Marvel ......just not what it used to be !","https://www.imdb.com/review/rw8846491/?ref_=tt_urv","horton-62646","https://www.imdb.com/user/ur71803652/?ref_=tt_urv","2 February 2023","Having waited for this to come out in the pictures I gave it a few days just to let the super die hard fans get their fix and then I stood in line waiting and looking forward to the latest Marvel blockbuster , only to wish I had saved my money and watched it on Disney ( although I would have missed out on the popcorn and hotdog ) because Disney has a fast forward button .The film was a snooze fest , with a very slow and boring plot . Yes I know it wasn't technically a Black Panther movie , but at least make it exciting , it was too long and drawn out in every scene , it could have been a great movie for 90 minutes ( probably not even that though ) .To sum up, I thought the new Thor movie was the worst Marvel could produce , turns out I was wrong !","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8846491/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","1","/10"
"Mexicans, aquaman, the predator and avatar (?)","https://www.imdb.com/review/rw8671620/?ref_=tt_urv","rebeca-py","https://www.imdb.com/user/ur24684274/?ref_=tt_urv","13 November 2022","So, they just mixed a lot of movies and try delivered something new. Horrible.I actually like the effects, the costumes and music, but the plot was lacking originality and did not end. So, after almost 3 hours you left the cinema without a conclusion.Also, I did not enjoy how they introduce the ""Mexicans"" or the people of Nabor. Why they have to make them villains with no brain? To many holes in the plot there.I hope Disney do not delivered a serie of this saga, it should end with the next movie or develop a more deeper plot, which I think they can not do at this point.If you ask me, don't go to the cinema, watch it at home.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8671620/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Something is off","https://www.imdb.com/review/rw8882997/?ref_=tt_urv","GabrielSymes","https://www.imdb.com/user/ur21852919/?ref_=tt_urv","20 February 2023","It has all the high production values of other MCU films. In general, the story is just about okay. But there's a superficiality about the film. It does not feel like the cast are that bothered about what is going on, and exude a flippant nonchalance. This might come across as quirky, if a few characters were so inclined. But when it's most of them, it becomes annoying. It's a shame. Wakanda is an interesting concept, and when first introduced into the MCU the place made sense and worked. But when introduced, it was as a super secret lair where the inhabitants avoided involvement in the outside world. It was hidden. Now there are characters jumping in and out of Wakanda. Everyone knows about Wakanda. They've somehow accelerated Wakanda's sell-by date.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8882997/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Pretty average","https://www.imdb.com/review/rw8891515/?ref_=tt_urv","scottleerobinson","https://www.imdb.com/user/ur98548094/?ref_=tt_urv","25 February 2023","Pretty average film and probably the worst of the marvel films,the film was pretty slow and boring,the action scenes were great when they happened and the acting of the cast was brilliant,Namor didn't look right and they shouldn't have changed the setting from Atlantis just because DC have done aquaman,Namors people looked too much like the people in avatar which was off putting too. Some of the characters didn't seem right in the film and maybe should have been introduced in a different film or could have had more time developing them.the tribute to Chadwick Boseman was a nice touch but he should have been recast as he wished rather than having him killed off.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8891515/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Bookends","https://www.imdb.com/review/rw9100491/?ref_=tt_urv","vandreren","https://www.imdb.com/user/ur159215500/?ref_=tt_urv","4 June 2023","One star each for the first and last 5 minutes of this silly, bombastic mess. The other 2.5 hrs was a clench inducing lobotomy session. When will Hollywood realize bright n shiny cgi, infantile tantrums and loud wizbangs don't make a good story? The writing and acting (with the possible exception of Basset) were atrocious. The story made no sense - cartoonish action sequences randomly interrupted by mind-numbingly idiotic prattle from obnoxious and uninteresting characters. That weaselly little antihobbit Freeman was the worst offender. Dude has the acting range of a ventriloquist's puppet. These factory produced superhero mcmovie clown shows just need to stop. The shark has long ago been snake river jumped by Evel on his suicycle. When the drooling screengazers finally get bored and stop wasting their cash maybe Hollywood can get back to making interesting, original films. Assuming there's anyone left in that creatively bankrupt cesspool with the talent to make them.","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw9100491/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"Very boring","https://www.imdb.com/review/rw8860353/?ref_=tt_urv","hectorjs-641-605582","https://www.imdb.com/user/ur42057364/?ref_=tt_urv","8 February 2023","This movie just didn't do it for me. Story is bland, convoluted, shallow and unteresting. Acting is mediocre at best. Script and dialogues... So bad and predictable. Action is unimpressive, CGI ok but not really amazing either...
But the worst part, it just seems so pointless, all of it, fails to engage the viewer, very often through the movie i was checking my watch and wondering why am I watching this.And to top it all, Namor. What a humongous flunk. The whole character seems like a funnyless charicature. Namor, who could easily have been turned into a major character in future stories, what a waste.I give 3 stars instead of 1 only because of a few scenes here and there which seemed a little less unfortunate.To me, this movie is down there, among the worst in the mcu films, together with thor 4...","1 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8860353/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Watered down! Pun intended!","https://www.imdb.com/review/rw8668005/?ref_=tt_urv","cbread208","https://www.imdb.com/user/ur56640674/?ref_=tt_urv","11 November 2022","The movie was all over the place. The action sequences were okay but there really wasn't any character development. The movie was just rushed from scene to scene and also there weren't really any funny scenes which isn't typical for Black panther movie franchise. There were some sequences that will probably make it a sequel. But time will tell. If you going to the movie and don't think about it too hard, it will be okay. Just disconnect your brain as it were. You might actually enjoy the movie. And the previews, wow the previews, were about 20 to 25 minutes!!! Then the movie was about 2 hours and 40 minutes.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668005/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Very slow and uninteresting","https://www.imdb.com/review/rw8694390/?ref_=tt_urv","cigdemdonmez-93956","https://www.imdb.com/user/ur148360439/?ref_=tt_urv","25 November 2022","I'm not a huge marvel fan but enjoy some of their movies like the first Black Panther. However, this movie was so slow to develop, lacked in protagonist and in character development.It was always going to be difficult to introduce a new leading actor but if the story made more sense, we would have more engaged with that. I didn't get who was the lead of the movie. I love the AI voice .I feel this movie targeted a specific demographic of viewers and it's only fair given that 90 % of all entertainment is based on Caucasian representation. However, the first movie was so great that I'm very disappointed with this one.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8694390/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Ironman meets Avatar","https://www.imdb.com/review/rw8866026/?ref_=tt_urv","pwatm","https://www.imdb.com/user/ur4244655/?ref_=tt_urv","11 February 2023","Again, Hollywood and Marvel have forgotten that the most important part is the story. Spending so much on special effects and CGI and using writers they found at the local store. Please please spend more time and money getting the story and let that lead, not the CGI. So much is included ""because we can"" not because it adds to the story. Spend more time and effort developing characters you can care about. This was so predictable you saw the end after about ten minutes. The only reason I have this a five was the way they dealt with the loss of Chadwick. Worth a watch, but could have been so much better.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8866026/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Maybe I'm just tired of comic based movies","https://www.imdb.com/review/rw8954439/?ref_=tt_urv","mikelynncrowe","https://www.imdb.com/user/ur23174095/?ref_=tt_urv","27 March 2023","Like the headline of my review says, maybe I'm just burned out. I went into 'Wakanda Forever' with no preconceived notion that this movie would be as good as the original, it's not. I really enjoyed 'Black Panther' and when it was nominated I wasn't surprised. There are some incredible actors, Angela(she should have won best sorry Jamie Lee)Bassett, however Chadwick Boseman's presence was sorry missed. It seems to me that they tried to hard to make us accept the fact that he was missing. However I wasn't really fond of Shazam or the last Spider-Man movie. In my opinion the best comic book based movie was Zach Snyder's directors cut of 'Justice League' I haven't seen the new 'Shazam' or the last 'Ant-Man' movie. I guess I am looking for something that isn't being offered in Hollywood anymore, something original.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8954439/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Sad just to be sad doesn't make it sad","https://www.imdb.com/review/rw8868775/?ref_=tt_urv","kilpals","https://www.imdb.com/user/ur134552761/?ref_=tt_urv","13 February 2023","Trying to be sad just for sad's sake is not genuinely sad. This movie hobbled along for 1 hour too long on the crutch of a real life, talented actor dying. (RIP Chadwick, you deserved better). The only interesting character was Namor and maybe the Queen. Everyone else felt flat.Sloppy, long story with an unconvincing plot. While I've always believed the original black panther movie was overrated (mostly because the last 1/4 falls apart) it didn't deserve to be followed up by this money tug at people's hearts.As many other reviews stated it's like the editing department took a vacation on this one. They tried desperately to make us care but all I could do is look at the time and think how could there possibly be another hour and a half of this!MCU needs to get their act together. Huge fans like me are dropping off like flies with poor films like this.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8868775/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Slow, boring and disappointing","https://www.imdb.com/review/rw8890524/?ref_=tt_urv","aalwani-999","https://www.imdb.com/user/ur33701382/?ref_=tt_urv","24 February 2023","Slow, boring and disappointing ,
Not like the rest of the Avengers movies, usually when I watch a movie I devote myself entirely to the movie, but this movie made me grab my phone a lot and go and come back, the dialogues are boring and long and the story has a lot of exaggerated length and until the end is incomplete, in addition to that the scenes of the city under the ocean do not have the power of visual scenes Which we are used to in the Avengers movies , It would have been better to stop the Black Panther films and adopt new stories, because with this film you have destroyed the strength of the Black Panther films, unfortunately.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8890524/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Wow...","https://www.imdb.com/review/rw8890267/?ref_=tt_urv","jay_mav","https://www.imdb.com/user/ur34967375/?ref_=tt_urv","24 February 2023","... What an absolute pile of steaming dog s@#&. Long, slow, boring and some horrible cgi. Marvel studios have really lost their way.First Eternals, then Thor Love and Thunder, now this. Wasn't a huge fan of the first Black Panther to be perfectly honest. I loved the character in Civil War though. I had placed a lot of hope on Quantamania but seems that's gone to pack too. Just read a story that all the studio coin got directed towards this as opposed to Quantamania. Can't tell lol.Fingers crossed the new DC movies can add up to something decent. Although, the whole time travel cack is getting ridonkulous.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8890267/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"It Should Have Been Ramonda","https://www.imdb.com/review/rw8871800/?ref_=tt_urv","brittanyfonseca","https://www.imdb.com/user/ur124598287/?ref_=tt_urv","15 February 2023","This film is sadly the result of the passing of Chadwick, and that can't be escaped. The mourning that takes place and the segment of the film devoted to, as I see it, the past (T'Challa) is beautiful, well done, and moving.My issue, however, is with everything about the film that ""looks forward"" to the future of Wakanda. Riri Williams is half introduced and then sort of forgotten for a while. Okoye's story starts out fine but then take a bizarre turn that really upset me.Then there's Shuri. Her arc in this movie is IDENTICAL to T'Challa's in Civil War and it's not a good rehash in anyway. They make no effort to build her into a good choice for BP, all they do is make her the only choice.I think Marvel missed a HUGE opportunity to make Ramonda the new Black Panther. She has the fighting skills as a former Dora, she's intelligent, compelling--and how incredible would it have been to see an older woman, a black woman at that, as one of the most badass superheroes in the world? Shurt could have been left to grow and develop a more 3D character to be BP later.... Alas....","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8871800/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Really Just because you spend a lot of money","https://www.imdb.com/review/rw8872249/?ref_=tt_urv","timkarencollins","https://www.imdb.com/user/ur108782601/?ref_=tt_urv","15 February 2023","Makes me think of all those bad Steven Seagal movies except this one cost a lot more. The story limps from one bad scene to another, made only worse by the bad acting. I'd turn it off but I as I've wasted one hour of my life might a well make it 2. At least with Steven Seagal your expectations are low, such a poor showing from Black Panther.I guess I should have expected a much given how quickly it came to free to watch. Even the really bad recent spat of Bruce Willis movie are more enjoyable to watch.If you are awake at 1am and can't get to sleep, get a glass of milk and close your eyes rather than watch thi.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8872249/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Woeful","https://www.imdb.com/review/rw8868539/?ref_=tt_urv","voz99","https://www.imdb.com/user/ur20622433/?ref_=tt_urv","13 February 2023","Expected more, read the hype and the expectation was high, that was short lived within 2 minutes of the movie starting.TBH it is obvious that people wanted to ""love"" this movie due to the sad death of Chadwick, unfortunately the acting, the premise and the cgi, DID NOT live up to the hype.Way to Long, to muddled, to emotionally connected to the first.The story line was way over the top, the characters where baseless NO emotion, NO leverage, has with many of these Marvel movies the tendency is to attach yourself to one of the Super Heros, here I was rooting for the ""bad"" guys!If you want to waste a good 2hrs and more, watch this movie, you WILL BE disappointed.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8868539/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Slow and self-important","https://www.imdb.com/review/rw8696718/?ref_=tt_urv","philipjcowan-119-646602","https://www.imdb.com/user/ur27302174/?ref_=tt_urv","26 November 2022","Maybe if they cut an hour out of this film it would have been quite good. Too much Hamlet-like 'oh, what should I do?' and the stuff of lowbrow family dramas: 'I love you mother, but...'.As it is, I felt I was watching some daytime soap opera rather than a superhero movie.Some good action scenes the acting was fine and the special effects are pretty awesome, but oh it dragged.As a dad, I really appreciated how 'clean' the film is - no bad language and no sexploitation.Not many other viewers when I watch this with my 13-year-old sons and their friend, but the boys all enjoyed it. Perhaps I am just too old for modern superhero films.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8696718/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Marvel are dead to me","https://www.imdb.com/review/rw8878258/?ref_=tt_urv","arm79","https://www.imdb.com/user/ur72215003/?ref_=tt_urv","18 February 2023","Sat through Black Adam last weekend and Wakanda Forever this weekend. Absolutely no words for how much a waste of time and energy these films are these days.Only give it 2 starts because I gave Wonder Woman 1984, the unquestionably worst scripted, directed, told and made film of all time, 1 star. Kindest thing I can say is its 1 star better than Wonder Woman.2 hours and 25 minutes of worthless, pointless dialogue and storyline, only to have 5 minutes of action... And can't even say those 5 minutes were any good.The only time I'll ever be watching another one of these ridiculous Marvel films is if they pay me.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8878258/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"What a mess...","https://www.imdb.com/review/rw8858555/?ref_=tt_urv","wip-04940","https://www.imdb.com/user/ur162086039/?ref_=tt_urv","7 February 2023","This was so boring, the character development was pathetic. The movie structure was wrong. Without exaggerating, it has taken me 4 days to watch this movie, I kept falling asleep. This dialog was poor. The movie trickled forward so slowly and don't get me started at the acting, zero (0) skills. I have seen better acting for the local kinder garden production of little red riding hood.The only positive to this movie was the ending, when I say the ending I mean the credits, it was more fun watching those go passed then the actual movie.I live, born and raised in Africa and the thick fake accents was a disgrace and for some reason this movie if very one sided, wink wink. Stupid, silly movie.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8858555/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"Insanly long!","https://www.imdb.com/review/rw9071880/?ref_=tt_urv","tindfoting","https://www.imdb.com/user/ur150749021/?ref_=tt_urv","22 May 2023","I know Marvel for years have tried to put Namor into the MCU. There you go, he is here. Luckily not in a thong made of seeweed. Not that it helps. He still looks silly, flying around witch his tiny... legwings (I guess gravity isnt an issue). First of, I get the 1st Black Panther actor is dead in real life, and it's a giant nod to him. But do we really need a 30 minute long funeral? I don't mean to be uncencitive or anything, but lets move on. For the record, I have no idea who everyone is here, except for Angela Bassett as the queen. And that's kind of a problem. It's a war between Wakanda and the underwater city of Namor, but you now feel you have seen it all before in DCs Aquaman (which also was TO LONG). Give the movies 2 hours, so we don't get introduces to 12 new character arcs in each movie. And I didn't much care for Namor's backstory. It felt very political correct, to push in enviromental issues. Yes, we know about polution. It sucks, but don't kill us, Namor.","1 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw9071880/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"1+1=3","https://www.imdb.com/review/rw8872265/?ref_=tt_urv","sydboy007","https://www.imdb.com/user/ur29749360/?ref_=tt_urv","15 February 2023","A patriarchal ethnostate that determines it's just by violence.An underwater genocidal EmpireSomehow the colonists from 300 years in the past are still the baddies.It's a strange world we live in when Wakanda is revered yet would be universally condemned by Hollywood if it existed for real.It's girl power, yet the driving force is their father's legacies.Marvel is truly lost like star wars and Indiana Jones will be.I'm tired of characters achieving greatness with no real struggle. Iron man had to face the worst of himself. Like Skywalker had to lose his family, his hand, his teacher and even then he barely held his own.","1 out of 6 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8872265/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Another one of Marvels computer generated movies","https://www.imdb.com/review/rw8844527/?ref_=tt_urv","TrentSammedia","https://www.imdb.com/user/ur51221742/?ref_=tt_urv","1 February 2023","Chat gpt wrote this movie. Soulless with weak character motives. My favorite character was Namore, he had the most heart. Wakandans are responsible for their fate in this film so I could not empathise with their tragedy.Angella basset gave a powerful performance which warrents her oscar nod.Im African and i dont care about this half hearted attempt to represent our continent and its people. Why are Wakandans speaking english? Oh right, to sell this movie back to the colonisers. Its far more of a product and a cash grab than anything else its selling itself to be.Good job to all the actors who gave their best and heartfelt performances, but for a corporation who used their talent as a tool.","1 out of 6 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8844527/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"3 hours? Really?","https://www.imdb.com/review/rw8918991/?ref_=tt_urv","drdmitchell","https://www.imdb.com/user/ur68048390/?ref_=tt_urv","11 March 2023","Well. There has been worse Marvel movies. But I really expected more. This plot was confusing, didn't follow any kind of story. The acting was a mess, probably because the director didn't know what to do with it. It definitely had Aquaman storyline copied out from it. Then it also had this clear different story, in the same movie, about a queen angry and vengeful with the world. They tried to make an evil Warlord the good guy and failed at it. But it was confusing as the two stories don't blend. A bad guy can't be the good guy when the other guys need to look like the good guys. A single movie can't have both when both of them want to destroy and rule the world.It makes you choose who you want to root for. And has no clear direction for either.","1 out of 6 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8918991/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Drivel","https://www.imdb.com/review/rw9055685/?ref_=tt_urv","kevin-lambert-104-246884","https://www.imdb.com/user/ur55171937/?ref_=tt_urv","14 May 2023","Poor script, awful storyline, below average directing, unlikeable characters, boring. Since Endgame Marvel films seem to have lost direction and substance, everything since then has lacked excitement and structure with films relying on the Marvel name, I am sure these films would not get anywhere near their IMDB scores if they were stand alone projects, this film in particular.I used to always look forward to new Marvel films, they related to each other with character and artifact links, not any more, this film has no relation to anything, after the first half an hour I lost interest, an hour in and I ended up writing this review whilst the film played in the background, watch it if you must but prepare to be disappointed.","1 out of 6 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw9055685/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"Bad sound quality","https://www.imdb.com/review/rw8681019/?ref_=tt_urv","jpewther","https://www.imdb.com/user/ur1159276/?ref_=tt_urv","18 November 2022","I saw the 3D version of this movie at a local AMC Theater. The 3D and special effects were nice, throughout the movie. But for almost all the voices, there was too much emphasis on mid-bass, plus a bit of echo, making it difficult for me to understand what was being said. I don't know whether this was the fault of the sound track in the movie, or the particular theater where I watched it. But when there was background music, that seemed to be pretty much normal. So my message to all movie producers and theaters is this: just try to make human voices sound normal and understandable, and forget about trying to manipulate human voices in some way to make them sound more impressive or exciting--it ain't gonna work. I was falling asleep during this movie because I couldn't fully understand what the actors were saying, in their giant, bass-heavy voices.","1 out of 6 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8681019/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Unfortunately, a big mistake by Marvel.","https://www.imdb.com/review/rw9045859/?ref_=tt_urv","lucasalvescortegagna","https://www.imdb.com/user/ur149537456/?ref_=tt_urv","10 May 2023","The sequel to Black Panther, which despite the main actor's passing, could and should have been better executed. ""Horrific"" can describe the feeling of watching such a lengthy movie that manages to be boring, uninteresting, and with a confusing plot that doesn't seem to know where it wants to go.Fights that have no motivations, unnecessary battles for the main villain of the movie. A waste of a film that I'm glad I didn't see in theaters. I do not recommend it, unless you already really like the Black Panther universe, or if you just want to watch all the Marvel movies to not miss any details and narrative threads (which this movie actually introduces very little to the Marvel cinematic universe).","1 out of 6 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw9045859/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
